사용월,호선명,역ID,지하철역,04:00:00~04:59:59,04:00:00~04:59:59,05:00:00~05:59:59,05:00:00~05:59:59,06:00:00~06:59:59,06:00:00~06:59:59,07:00:00~07:59:59,07:00:00~07:59:59,08:00:00~08:59:59,08:00:00~08:59:59,09:00:00~09:59:59,09:00:00~09:59:59,10:00:00~10:59:59,10:00:00~10:59:59,11:00:00~11:59:59,11:00:00~11:59:59,12:00:00~12:59:59,12:00:00~12:59:59,13:00:00~13:59:59,13:00:00~13:59:59,14:00:00~14:59:59,14:00:00~14:59:59,15:00:00~15:59:59,15:00:00~15:59:59,16:00:00~16:59:59,16:00:00~16:59:59,17:00:00~17:59:59,17:00:00~17:59:59,18:00:00~18:59:59,18:00:00~18:59:59,19:00:00~19:59:59,19:00:00~19:59:59,20:00:00~20:59:59,20:00:00~20:59:59,21:00:00~21:59:59,21:00:00~21:59:59,22:00:00~22:59:59,22:00:00~22:59:59,23:00:00~23:59:59,23:00:00~23:59:59,00:00:00~00:59:59,00:00:00~00:59:59,01:00:00~01:59:59,01:00:00~01:59:59,02:00:00~02:59:59,02:00:00~02:59:59
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
23-Mar,6호선,2622,망원,2,0,5509,982,10900,5281,29730,10354,40602,34235,25986,31348,18727,22140,18676,26248,22129,28651,23034,31821,23233,29569,25384,34216,29048,36156,33319,41164,43561,52275,29979,37900,24891,19950,23088,17300,18847,14809,8913,10634,1217,2726,0,0,0,0
23-Mar,6호선,2623,합정,13,0,3865,1435,6090,7067,15946,17920,22636,46759,17758,32429,13285,19049,14911,19907,17761,20236,19372,23144,20847,21163,22743,22371,26214,27632,36026,34732,53168,48511,34351,31645,30373,15949,34739,13828,29980,13282,16264,9706,2736,2678,0,0,0,0
23-Mar,6호선,2624,상수,53,1,4884,1059,6238,3354,10992,7446,14981,26910,10490,39473,7948,22070,8557,18921,12187,20882,13522,23472,14619,20160,17704,18254,21914,22244,29001,27605,31535,38744,22960,25399,20835,15515,24053,11882,24408,11585,17067,9009,3355,2941,0,0,0,0
23-Mar,6호선,2625,광흥창(서강),2,0,3139,1367,7956,5025,22529,16384,29632,37948,18663,21482,13051,12812,14215,9976,15782,10673,13326,10876,13066,10964,13971,12581,15528,14061,22398,17568,32950,26056,15042,19281,10175,11611,8639,10570,6779,10793,2570,6581,365,2061,0,2,0,0
23-Mar,6호선,2626,대흥(서강대앞),9,0,2510,866,5761,4178,17191,17146,24132,44252,15249,22257,11167,23534,11458,15003,15479,13825,17383,17615,14812,13076,17058,14136,24599,15220,27630,20125,28445,27714,15710,17948,13010,10792,13959,9713,13537,10167,4825,7137,645,1980,0,12,0,0
23-Mar,6호선,2627,공덕,103,1,4640,2343,8787,10884,22846,41999,34097,109679,24390,52195,19981,24281,21589,20736,23079,21462,24631,20833,25094,21165,30446,21754,34347,24978,60469,32693,91741,46171,39218,29361,30534,17904,29834,16595,22888,15314,10771,10354,1471,4450,1,185,0,0
23-Mar,6호선,2628,효창공원앞,13,0,2472,553,6232,3856,18646,8710,28744,28783,17614,17611,10856,12888,10225,10556,10990,9386,12185,10177,10126,9259,12248,9789,14653,12107,17500,14654,26441,21529,11762,15030,7067,9629,6701,8774,4942,8135,2263,5750,370,2439,0,0,0,0
23-Mar,6호선,2629,삼각지,5,0,1603,808,3106,5855,9341,15583,14989,30537,11491,12456,7754,9347,8914,9028,9871,9382,11946,9823,12244,9110,13910,8851,17238,9802,23869,12784,32461,16079,14060,10502,11276,7320,10812,6996,8816,7769,4540,4490,793,1221,0,0,0,0
23-Mar,6호선,2630,녹사평(용산구청),14,0,1080,545,2165,4309,5534,10242,8471,18251,6948,9985,5094,7584,5365,7211,6291,8283,6847,9248,7108,8244,8909,9343,12784,9689,15123,12286,19633,14703,12021,10306,10273,6166,11177,5007,9872,4764,5188,2798,722,974,0,1,0,0
23-Mar,6호선,2631,이태원,62,0,5436,1480,6418,7960,9860,12230,15107,32125,12182,25127,10174,18867,11505,17095,13675,19305,15687,20261,17993,19633,21927,20528,28663,23737,33139,27927,38158,35706,30253,27321,24949,19082,25574,15496,23475,13342,13803,10482,2200,3887,0,0,0,0
23-Mar,6호선,2632,한강진,10,1,771,904,1398,8867,3633,23038,5972,46295,5866,32656,4063,24235,5951,25463,8309,26212,10774,30794,14351,24935,21918,26399,33467,25453,40103,24074,48131,25125,31590,12048,23554,4699,25773,3851,22461,3305,4649,2332,505,1493,1,206,0,0
23-Mar,6호선,2633,버티고개,2,0,788,324,2049,1247,5691,2581,8549,5765,5612,3533,4080,2663,3367,2266,3313,2722,3068,3068,3080,3177,3465,3747,3535,4410,4558,5346,6151,7194,3245,5804,2102,3584,1809,3613,1556,3421,494,2209,99,582,0,42,0,0
23-Mar,6호선,2634,약수,4,0,1299,261,2097,2443,5084,6433,8097,17458,6357,9254,4995,5622,4984,5142,5375,5133,5651,5517,5553,4949,6113,5856,7416,6335,9424,8091,14143,10168,7214,6373,5334,3707,5826,3141,4703,3150,2311,1948,391,580,0,0,0,0
23-Mar,6호선,2635,청구,12,0,1810,566,2803,2970,8001,7319,11029,24708,6925,11887,4837,4591,5435,4315,4645,4205,4935,4858,5135,4039,5115,5273,7137,5743,7939,6720,13951,8230,9471,5848,5524,3869,4884,3612,4081,3425,1726,2239,366,867,0,0,0,0
23-Mar,6호선,2636,신당,82,0,6414,1185,5424,7628,7809,17542,12767,39952,10299,23565,8739,14672,10544,11276,12724,10254,11657,10872,12405,9647,16106,9663,18445,11115,20236,13080,27338,18319,17933,18902,15558,10558,16018,8359,14295,8648,6505,9684,1345,2417,0,19,0,0
23-Mar,6호선,2637,동묘앞,167,2,5187,1043,5130,4311,10899,8472,16490,26223,12555,20440,11422,16495,13606,17105,17528,17225,17221,19136,19325,18563,22184,16698,25620,16658,25399,16353,24509,19184,13276,14411,10085,9743,8074,9421,6540,9522,3199,8983,452,2184,0,100,0,0
23-Mar,6호선,2638,창신,18,1,2706,344,5633,2386,16115,7548,18312,7339,9592,4406,5792,3816,5113,3518,5064,3778,5101,4172,4509,4211,5758,4546,6846,5884,6025,7816,5524,10675,3715,8267,3053,5518,2188,5265,1642,5464,720,3498,160,1039,0,0,0,0
23-Mar,6호선,2639,보문,19,0,3722,845,7678,3854,24489,10937,36815,21676,19067,11063,12258,8060,10828,8005,11984,8207,11506,9113,10983,8561,11589,10329,14771,11849,15041,16207,19624,25994,9621,19198,7612,12597,7279,12104,5824,13407,3214,9119,640,3034,0,0,0,0
23-Mar,6호선,2640,안암(고대병원앞),39,1,2972,1535,3896,8424,10289,19293,14013,68715,12291,42711,13873,56593,18849,28037,19534,22372,22797,31834,22832,19058,37557,19545,50588,19475,55261,23012,48012,31061,26993,20313,24753,13177,27869,12902,26995,13815,16878,9968,3349,4303,0,152,0,0
23-Mar,6호선,2641,고려대(종암),9,3,3910,857,7881,5208,23267,12862,29607,33811,16685,16229,11505,18839,11944,12104,12862,10064,15205,13888,12957,10111,17433,12113,24662,14953,24982,17658,25443,30240,12290,21460,10482,13078,13156,13086,9552,12817,4031,8784,723,2789,0,56,0,0
23-Mar,6호선,2642,월곡(동덕여대),16,0,6799,912,14446,3800,44948,8365,52246,33411,27818,21195,19358,20369,18886,18267,19171,14948,21473,16645,21473,16659,20604,19006,28117,24504,26555,29819,30184,45845,15378,35983,11063,21363,10566,19916,6894,18296,3400,12132,560,3873,0,0,0,0
23-Mar,6호선,2643,상월곡(한국과학기술연구원),4,0,5100,627,9826,2024,27224,3875,30973,15342,16105,10063,10953,11666,10194,8627,9893,6890,10142,7942,10134,7566,8948,9111,11477,11271,11249,14377,11254,21075,7124,19140,3812,10564,5594,10615,2604,10151,1452,6902,181,2109,0,0,0,0
23-Mar,6호선,2644,돌곶이,26,3,6489,2130,14999,4528,43157,5981,46085,19259,22612,16483,15399,11865,13710,9111,14869,10605,15642,11526,15876,11271,13694,14630,15370,17617,16427,22729,16403,35066,11125,30164,7144,17473,6731,14698,5421,15138,2661,9213,398,3264,0,0,0,0
23-Mar,6호선,2645,석계,1229,9,8626,1805,20790,5784,53573,8876,59367,18055,31722,12815,22180,11900,18797,15033,19801,14781,19424,16548,17247,16536,16520,21295,18186,28477,18893,35629,17757,57019,12351,46697,8805,26628,8566,23922,7720,22834,4419,14155,970,4691,0,8,0,0
23-Mar,6호선,2646,태릉입구,6,1,4311,760,7305,3021,19566,4417,23923,11798,12824,8392,9201,6372,8832,10150,9316,7036,8999,8269,8475,8959,8240,9539,9962,12329,10040,16064,10442,26274,6653,21311,4964,11994,4608,11652,3671,10320,1950,8164,400,3686,0,14,0,0
23-Mar,6호선,2647,화랑대(서울여대입구),28,1,6409,1010,23094,3107,67207,8895,61219,21486,30151,15261,19854,10674,18058,11053,18021,9731,18603,10741,16074,10455,17896,13536,22906,16546,23249,24239,18801,38197,9991,34559,6123,20394,4954,18733,3570,17293,1435,11679,172,4092,0,31,0,0
23-Mar,6호선,2648,봉화산(서울의료원),18,1,5311,1000,16790,2683,52943,5991,43169,14383,22338,8144,15393,6876,13887,6839,13460,8468,11787,10045,10514,10547,10068,13226,11629,16151,12825,22118,11662,34690,6441,32294,4469,18339,3963,15410,3215,15669,1343,9650,191,3546,0,226,0,0
23-Mar,6호선,2649,신내,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Mar,7호선,2711,장암,4,0,1521,170,7670,1302,19375,1364,11449,1802,5009,2289,2731,2459,2295,2393,2685,2425,2730,1777,3359,1564,3814,1566,4125,1719,4126,2200,3257,3626,1685,3416,1067,1954,693,970,428,1018,139,693,24,278,0,0,0,0
23-Mar,7호선,2712,도봉산,53,0,5378,948,17723,5102,54241,8739,44714,17578,24123,18391,13971,18051,12845,14468,12907,13868,12690,14112,12278,12964,14407,15075,17192,18977,14423,23969,12619,37129,6185,40709,3700,25083,2857,20672,2568,19136,832,12367,141,5147,1,239,0,0
23-Mar,7호선,2713,수락산,46,5,10204,585,22550,5567,52379,8637,53889,18563,31911,19353,22201,19165,19832,16397,21118,18183,21726,16200,22283,16533,21625,20347,21941,24879,21259,31279,20954,44853,12909,45874,8594,27285,6953,22033,4749,20927,2341,13583,292,5059,1,27,0,0
23-Mar,7호선,2714,마들,31,1,10635,1324,28053,3674,70003,9919,68333,12766,34325,10235,23864,9856,22600,11078,23010,12627,19293,14028,16889,16335,17208,20432,17026,25395,14298,31393,13593,49931,8467,50303,6219,28450,4310,24335,3435,23334,1404,15128,161,4823,0,1,0,0
23-Mar,7호선,2715,노원,52,1,8026,2427,16400,7072,42789,20527,44943,48502,31137,45836,29638,33383,32261,33267,35904,35038,35428,38559,37768,38988,41084,41628,44426,45839,46311,53059,50827,67022,32501,56612,31116,27579,25241,21657,24191,19215,9313,13033,1662,4830,0,5,0,0
23-Mar,7호선,2716,중계,11,0,9740,2117,26367,4957,68316,19228,69747,31621,37903,15232,25837,12175,22908,13821,26401,15263,22085,15379,19592,16872,18550,19355,27151,24328,24178,32512,19898,48443,10921,49268,8116,28398,8501,24787,6966,22856,2810,14570,421,4712,0,0,0,0
23-Mar,7호선,2717,하계,18,0,7994,1640,27334,7086,75192,19252,78617,30369,43859,23588,31965,17233,30101,19490,30564,23116,27836,26138,27173,25243,31218,27505,35055,32576,34347,41245,28273,60807,15744,57964,13906,33661,11866,29898,8531,28035,3132,19229,521,6184,0,0,0,0
23-Mar,7호선,2718,공릉(서울과학기술대),25,0,6611,930,15377,4005,39704,12672,44469,29384,25497,21141,19170,16061,18780,13264,20658,15614,19361,17820,19488,16835,21203,19585,25877,24524,26018,30045,28010,44508,16287,38462,12508,22486,12911,19560,11263,19296,6492,13135,1168,4564,0,0,0,0
23-Mar,7호선,2719,태릉입구,140,0,8143,1215,9283,4868,24117,9335,30407,23435,19790,17694,15227,12140,13448,16110,15902,12006,15622,12773,15881,13040,18117,13474,21136,16328,24252,20731,24207,27847,14187,24642,9990,15625,8743,13874,6908,13708,3330,8392,571,3733,1,1501,0,0
23-Mar,7호선,2720,먹골,10,0,8395,681,14316,3427,39177,6413,48637,17247,27665,10865,18447,8766,16983,9869,17164,12026,15882,12633,13970,13270,14232,16759,15383,21489,15621,28163,16685,40806,10772,36091,8061,21635,6769,18485,4969,17202,2088,10556,412,3414,0,217,0,0
23-Mar,7호선,2721,중화,39,2,9350,1151,16186,5160,41576,9168,50481,24839,28518,11560,18063,9818,15973,10344,16488,12060,16075,11956,13581,13864,13234,16989,16689,21743,18694,27041,20520,40475,12524,35903,8099,21179,6892,19377,5268,18141,2310,10852,390,3706,0,65,0,0
23-Mar,7호선,2722,상봉(시외버스터미널),408,9,11563,1436,21199,8951,57823,14242,77959,29807,41293,20047,24168,16233,21879,17291,24298,19151,23299,20264,22391,20578,23429,23831,28243,31154,30003,41034,34097,66045,24487,58815,18274,33179,16671,27904,13316,27362,6694,17043,1433,8336,1,38,0,0
23-Mar,7호선,2723,면목,52,0,14158,836,25297,5494,63105,9486,77566,35880,43317,22854,27347,16906,23486,14647,25875,18823,23570,19315,21485,19166,23014,24435,29806,33585,25511,40184,23020,56039,17808,52306,10991,30885,8610,26660,6540,26162,2762,14734,466,5247,0,1,0,0
23-Mar,7호선,2724,사가정,24,0,11852,1535,24826,7223,61112,11859,76226,28055,45213,18985,28402,16122,24985,16384,26039,18402,24186,20317,22352,21343,22310,28551,24944,35220,26967,44424,25882,67616,19097,57667,13403,33043,11514,29020,9249,26029,4877,14568,772,5129,0,0,0,0
23-Mar,7호선,2725,용마산(용마폭포공원),3,0,5207,648,11384,2287,26204,4175,31197,10790,17953,7319,10643,6606,8958,5586,8819,6443,8337,7653,7574,7473,7471,9778,8395,12100,8217,15293,8376,22533,5424,19661,3291,11889,2690,11478,1704,10463,1003,6518,171,2251,0,0,0,0
23-Mar,7호선,2726,중곡,1,0,6368,689,14028,4428,34967,16748,48130,30263,29846,14084,17995,9855,15521,9264,16448,10727,15606,11691,14246,12081,14781,16236,19933,18994,22080,24844,23596,34906,13328,30853,8356,18913,7627,16848,5979,15110,2077,8896,384,3305,0,0,0,0
23-Mar,7호선,2727,군자(능동),37,0,8945,863,15428,6598,39851,9917,62311,31222,42957,19163,23468,12568,19691,12104,20686,13280,21053,14554,19948,15552,20466,18807,23298,22136,28749,29633,38068,45764,22374,36961,18283,21939,17471,19551,14487,17326,7538,10601,1375,4080,0,51,0,0
23-Mar,7호선,2728,어린이대공원(세종대),5,0,3379,825,7920,8711,21521,17237,34882,85304,26290,46670,17953,57925,21701,45711,23906,32305,28527,40164,35229,33308,37944,23971,54615,24095,66282,28623,60034,36184,30017,27203,22911,17270,24576,15264,22522,15806,12757,11621,2352,3317,0,6,0,0
23-Mar,7호선,2729,건대입구,70,0,4118,1039,5191,8421,13850,20619,20820,46649,17404,32171,14566,30684,16457,24563,19088,25257,21811,26904,25299,25564,30014,23730,36509,25719,44763,34261,39262,46472,28083,30237,30174,16729,26626,13488,24016,12182,12366,6940,2217,3711,1,228,0,0
23-Mar,7호선,2730,뚝섬유원지,11,0,4969,604,10247,4217,23773,6815,32951,14533,22801,9630,13258,8048,10933,9853,11115,13291,11501,17079,12122,20484,14981,24503,19747,27251,24021,33429,27181,41466,21221,29407,19920,18216,20835,15831,16652,12973,7831,6520,1080,2096,0,4,0,0
23-Mar,7호선,2731,청담,28,0,2570,4525,6620,30534,12295,66824,16830,157705,14415,104568,13566,39185,17677,25119,20289,24018,20972,24564,24533,21695,34447,19532,45401,20239,72339,22402,118952,23069,59129,16552,35152,10320,31179,9356,24427,7341,6389,4244,803,2830,0,0,0,0
23-Mar,7호선,2732,강남구청,33,0,1939,1924,3899,16466,7850,36903,11139,114248,9550,112022,9890,44762,12343,26170,14287,22637,17406,24493,22060,20242,27774,17671,33544,18695,52272,20962,96175,22407,58872,14429,36430,8949,36097,7113,25647,6010,10451,4306,1690,2012,0,0,0,0
23-Mar,7호선,2733,학동,6,0,1920,1580,5000,27314,9148,57214,12771,195183,11357,157520,11847,60346,15253,30552,19588,25101,22743,29732,28745,24032,37269,20344,48829,19668,86416,20907,173428,21961,85856,14010,42805,8745,37719,7718,27768,5702,10860,3706,1607,1461,0,0,0,0
23-Mar,7호선,2734,논현,26,1,2969,1048,4254,15468,9065,44075,14097,109915,12805,95790,11761,37227,13186,22235,15126,20990,16963,23011,21343,21159,25154,20297,31673,22236,61151,26858,104304,35343,57969,20318,37092,11208,39142,9828,35472,7694,18086,5617,3065,2544,0,0,0,0
23-Mar,7호선,2735,반포,0,0,939,1594,3070,13764,9008,13840,12682,20500,9499,16707,7025,10714,6791,10343,8378,10116,8990,9849,10216,9209,11869,9065,21730,10000,18584,10641,18533,13023,13157,8196,10295,5171,10492,4465,7055,4538,2545,2685,437,836,0,0,0,0
23-Mar,7호선,2736,고속터미널,7,2,1125,2770,3167,22638,11915,37850,19331,53818,23555,38577,24012,30580,27656,26995,27680,24971,28055,27947,29993,25244,37623,21809,43587,21836,57835,24509,54352,27643,35842,17804,37561,9709,34115,9101,26277,5740,8178,3271,816,740,0,7,0,0
23-Mar,7호선,2737,내방,7,0,2305,1642,7664,10948,20730,26847,31912,91099,23285,50525,17496,22544,17989,16620,17815,18693,18967,20092,20050,17874,22883,18543,28598,19929,42070,25899,76342,34929,30109,23259,20924,13921,19455,12369,14233,10906,5125,7070,811,3111,1,194,0,0
23-Mar,7호선,2738,이수,18,0,4892,1349,10064,8995,30822,15993,47434,44282,31931,28990,20506,20865,20460,19839,21906,20458,24017,21551,23892,21695,24995,24603,28542,30384,32716,40431,44990,59689,26485,40617,24638,20886,27269,17192,24665,15812,12682,9607,2073,3192,2,33,0,0
23-Mar,7호선,2739,남성,9,0,6617,866,14943,3999,43336,7443,61758,17753,36686,13562,21319,12044,18021,12916,18266,12013,18200,13374,15799,13984,15361,17564,16528,22037,15971,29310,16834,46130,10889,34033,8645,21939,8435,19250,5881,17887,2440,11214,437,3682,0,3,0,0
23-Mar,7호선,2740,숭실대입구(살피재),3,0,5854,984,13629,3877,42300,8976,53316,42220,33770,25969,22836,48030,21789,29802,22096,20071,25222,25746,28105,24138,26459,22383,42549,27630,43202,35723,30557,54109,18948,40404,17460,24315,18321,22994,15711,22458,9228,15360,1595,4804,0,1,0,0
23-Mar,7호선,2741,상도,7,0,5443,1461,13124,4953,38686,9131,48136,31887,30533,19222,19793,23438,17754,18358,19239,17451,19013,16553,18824,18627,20529,17886,23827,21751,27311,28871,27342,47107,15150,32216,12782,21094,14055,18821,10271,18540,6213,12743,1279,3707,0,0,0,0
23-Mar,7호선,2742,장승배기,0,0,6158,1525,11534,6321,28375,8236,41874,17508,26506,11835,16869,10469,14648,10324,14816,11002,14735,12146,13086,12404,12697,15327,15363,18186,15307,22607,16079,34650,8866,25323,6986,15676,6500,14550,5423,12945,2163,9065,438,2955,0,1,0,0
23-Mar,7호선,2743,신대방삼거리,20,0,10564,837,20105,5243,58393,9750,83828,19223,47520,15337,26912,13423,23031,13643,24308,14955,21135,16468,19173,18940,18502,23362,21606,29538,20935,38387,22648,64817,13111,50927,10548,30176,9166,28434,7568,24559,3688,16209,644,5962,0,47,0,0
23-Mar,7호선,2744,보라매,6,0,4302,862,7373,3254,19969,10615,28563,24872,17019,10452,10523,7980,9968,8179,10054,9338,10004,9018,9964,9196,10787,9951,12540,13054,14129,18147,19987,26494,9180,20194,7278,12142,6741,10900,5920,10203,2329,6166,371,2625,0,69,0,0
23-Mar,7호선,2745,신풍,164,2,14465,1753,17128,6344,44480,12875,54829,20007,32478,13131,19243,10593,16825,10942,17509,11361,15830,12828,14554,13668,14743,17332,18448,22169,18523,30934,18562,44495,11647,32558,7747,20177,6762,18645,5447,17722,2244,9752,400,3312,7,580,0,0
23-Mar,7호선,2746,대림(구로구청),34,2,12575,1103,9396,3934,16095,7179,23646,19170,18043,13621,12835,16990,12925,18536,13901,15113,15259,14553,15820,14532,16991,16107,17790,19590,19659,25403,19841,25918,13885,17116,10986,11645,9319,13050,7069,11119,3669,5253,451,1223,0,0,2,2
23-Mar,7호선,2747,남구로,94,3,19537,1972,15956,9145,32320,32831,38335,102453,24600,48741,16189,19825,15086,15222,16397,14200,15855,15663,14580,14529,17103,17810,21526,26239,45702,31557,76321,32553,33480,24285,18546,15856,13078,18228,8550,15047,3828,8116,479,2071,0,0,0,0
23-Mar,7호선,2748,가산디지털단지,688,3,8047,6164,9410,31243,24158,133724,27737,405846,20099,226347,18929,64029,24747,37534,30866,35665,35284,38108,41332,33339,53571,30406,80351,29997,214524,31528,319876,37554,130636,27199,72894,15680,57866,12958,31330,11635,13044,8473,1703,3240,0,0,0,0
23-Mar,7호선,2749,철산,14,0,10607,4757,31719,10974,93571,17365,93824,35651,54411,25819,34912,21575,31479,20872,30886,22045,28153,25441,26493,27736,26411,32711,31831,41460,36661,60967,39226,95661,21631,77055,19258,41814,18286,37162,15590,34367,7324,21022,1207,6685,0,0,0,0
23-Mar,7호선,2750,광명사거리,216,1,20613,6403,32053,12002,84543,17615,95205,26613,51384,24208,33153,23483,30881,27031,32784,28872,32177,31964,30942,32699,32098,38152,36475,44494,39206,58097,35109,85048,24132,68613,16661,37170,12719,32220,9529,27219,3950,17732,627,5055,0,6,0,0
23-Mar,7호선,2751,천왕,14,0,8733,1045,20327,5347,58813,9763,64455,17399,35416,8411,19511,6905,16037,8353,15920,10922,14420,11784,12882,12738,13111,16914,15787,22471,14753,30163,14651,49818,8091,42196,5877,23862,4581,19881,3077,17399,1226,11553,255,3347,0,125,0,0
23-Mar,7호선,2752,온수(성공회대입구),163,3,7702,993,18355,3674,50649,11877,56737,22749,25527,17859,13671,8851,12656,8946,13813,9868,12580,10645,11857,10514,14373,12060,21725,15677,20095,23379,15671,40268,7457,32947,5500,19834,4929,16240,3447,15031,1954,9778,371,5202,5,1181,0,0
23-Mar,7호선,2753,까치울,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Mar,7호선,2756,신중동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Mar,7호선,2757,부천시청,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
23-Mar,7호선,2758,상동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Mar,7호선,2760,굴포천,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Mar,8호선,2811,암사,49,0,15489,814,31091,5350,89627,9647,114208,20072,57082,13828,32435,12475,26322,13664,27953,17073,25718,18866,21517,21338,20313,28183,21711,35301,23600,48599,23558,76042,14649,64148,10697,36332,8348,29861,5646,32549,2440,16972,437,4601,0,716,0,0
23-Mar,8호선,2812,천호(풍납토성),90,0,10989,1597,17784,12681,45047,15341,61133,30561,34928,24009,20864,18737,19807,19472,21024,21011,21544,23708,20311,25022,22719,29173,25834,35087,31531,48463,32884,72540,21437,49916,17592,29255,13713,25877,10077,22360,4922,12656,1046,4534,0,255,0,0
23-Mar,8호선,2813,강동구청,5,0,5221,924,12337,5727,35302,15515,45802,35244,26863,14725,16970,10908,14776,10545,14416,11623,14612,13955,13542,13898,14128,16176,17046,19855,20068,25503,27580,38288,11371,28616,8252,18023,7719,17252,5274,14857,2201,8178,350,2733,0,0,0,0
23-Mar,8호선,2814,몽촌토성(평화의문),4,0,1545,2046,4121,8955,13057,13565,19820,30359,12565,14754,8506,9247,7652,9589,8512,8445,8752,9251,9878,8357,11177,8937,15935,10681,18634,13413,22637,17714,10958,14046,8011,8224,8072,7907,6267,6928,2926,3986,506,1399,1,0,0,0
23-Mar,8호선,2815,잠실(송파구청),7,1,1241,2673,4552,11709,9734,34626,14225,84958,10543,46231,10513,32342,13396,33513,16693,33155,19987,33227,25359,30859,32474,31539,38349,33012,50313,40304,71941,46813,42556,24855,38812,13590,38094,9408,28389,7159,9924,4134,1589,1551,0,74,0,0
23-Mar,8호선,2816,석촌,4,0,2738,662,6088,3496,17655,9101,25135,21699,14950,19509,11167,14025,10540,14743,11993,15351,12065,16421,12224,15794,13093,16448,15097,19057,18013,24843,20357,32509,12853,21168,11421,13416,12461,10841,9206,9491,3850,6004,685,2248,0,31,0,0
23-Mar,8호선,2817,송파,5,0,3261,569,9433,5509,33141,12044,38641,19323,22856,11356,16353,9300,14490,8925,14204,10159,13789,12055,12246,12839,14428,15153,17057,17839,16222,23235,18332,32202,10291,25867,7317,14767,5821,14086,4474,13302,1941,7451,247,2097,4,200,0,0
23-Mar,8호선,2818,가락시장,106,2,3256,2617,5808,7218,11214,14753,14405,40975,11061,17779,10626,12571,10740,12318,11128,12048,11839,12240,13141,11567,14899,12029,15171,14391,20309,17402,28986,21958,13064,15676,11519,9734,11912,9130,9673,7025,4424,4519,915,2279,1,484,0,0
23-Mar,8호선,2819,문정,3,1,2309,3709,7125,14145,25206,58234,35606,181411,20731,81679,16774,29345,17806,19989,20199,18221,23064,21084,25977,19816,28440,19084,34889,21204,84522,26532,129703,38578,44381,27410,30975,15767,26223,14322,21287,12755,7248,7688,1162,2010,0,0,0,0
23-Mar,8호선,2820,장지,29,0,6512,2731,19739,11753,51748,31228,63220,51556,35550,30955,23093,20186,20487,21354,22462,23690,23115,21419,22217,23180,26356,28399,34819,30430,49633,36935,51293,54942,27574,39873,23940,23388,18336,18955,11756,19472,4727,10771,826,2748,1,0,0,0
23-Mar,8호선,2821,복정,19,0,4269,2185,10221,8864,30106,11938,39698,20289,23563,15850,14636,9717,11586,7613,14097,9714,12953,9368,12061,8977,14095,11192,19387,14519,25765,20582,26151,30360,13889,22132,9181,14338,7431,12592,6110,12211,2539,5117,530,1219,0,0,0,1
23-Mar,8호선,2822,산성,36,3,4404,618,8459,4308,24998,3268,27843,10235,14053,6020,9962,5758,8235,4760,8446,5242,8048,5920,7391,6499,8726,8367,9653,11404,10353,14089,6938,22473,3772,18658,2487,11984,1990,10927,1456,10168,577,5729,154,1997,0,2,0,0
23-Mar,8호선,2823,남한산성입구(성남법원.검찰청),66,5,11478,1682,22240,5366,60174,11719,72524,34846,36387,34172,24063,15598,22487,12152,24190,15379,21364,18083,19628,14442,23227,19203,29154,25843,30613,32358,25441,50293,12022,39372,8364,25323,6384,23732,4462,22469,1604,12506,320,4542,0,0,0,0
23-Mar,8호선,2824,단대오거리,15,2,9824,1520,20460,6903,53065,12258,60533,25557,30709,13858,20208,9721,17922,9945,20143,12212,18719,13496,16206,14667,17380,19903,21285,25766,25102,31423,25921,51756,12475,40887,8840,23364,7075,21095,4753,21086,2000,12505,412,4038,0,15,0,0
23-Mar,8호선,2825,신흥,11,1,3984,485,7458,2354,18889,3972,23969,7210,12966,4999,8098,5308,7804,5559,8068,7541,7630,9219,7458,9172,8412,10145,10022,12581,10192,15394,9319,21694,5378,17600,4399,10847,3235,9375,2160,8214,969,4938,219,1424,0,196,0,0
